Nr,Datum,Zeit,Heim,Var.5,Gast,Tore,Punkte,Var.9,Var.10,season,team,league,place,points_won,points_lost
84,16.01.11,12:45,Borussia Brand,NA,TV Birkesdorf,30:34,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
80,16.01.11,17:00,Siegburger TV,NA,Weidener TV 2,35:44,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
81,16.01.11,18:00,SG Ollheim-Strassfeld,NA,HSG Merkstein,29:25,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
83,16.01.11,18:00,VfL Bardenberg,NA,TV Roetgen,29:22,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
86,22.01.11,17:30,HSG Niederpleis / St. Augustin 2,NA,TuS Dollendorf,28:28,1:1,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
87,22.01.11,17:45,Weidener TV 2,NA,TSV Bonn rrh. 2,41:33,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
89,22.01.11,19:30,TV Euenheim,NA,SG Ollheim-Strassfeld,31:32,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
90,22.01.11,19:45,TV Roetgen,NA,HSG Düren 99/Gürzenich,37:28,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
91,22.01.11,19:45,Borussia Brand,NA,VfL Bardenberg,20:26,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
85,22.01.11,20:00,HSV Frechen,NA,TV Birkesdorf,42:35,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
88,22.01.11,20:00,HSG Merkstein,NA,Siegburger TV,39:33,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
92,29.01.11,17:30,HSG Niederpleis / St. Augustin 2,NA,HSV Frechen,33:32,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
94,29.01.11,17:45,Weidener TV 2,NA,TuS Dollendorf,34:27,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
96,29.01.11,19:30,TV Euenheim,NA,Siegburger TV,46:33,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
98,29.01.11,19:30,Borussia Brand,NA,HSG Düren 99/Gürzenich,33:25,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
95,29.01.11,20:00,HSG Merkstein,NA,TSV Bonn rrh. 2,30:27,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
93,30.01.11,18:00,VfL Bardenberg,NA,TV Birkesdorf,28:30,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
97,30.01.11,18:00,TV Roetgen,NA,SG Ollheim-Strassfeld,34:33,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
102,05.02.11,17:30,TSV Bonn rrh. 2,NA,TV Euenheim,33:30,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
100,05.02.11,19:45,TV Birkesdorf,NA,HSG Niederpleis / St. Augustin 2,26:25,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
105,05.02.11,19:45,HSG Düren 99/Gürzenich,NA,VfL Bardenberg,21:37,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
101,06.02.11,11:00,TuS Dollendorf,NA,HSG Merkstein,25:39,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
103,06.02.11,16:00,Siegburger TV,NA,TV Roetgen,39:28,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
99,06.02.11,18:00,HSV Frechen,NA,Weidener TV 2,31:36,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
104,06.02.11,18:00,SG Ollheim-Strassfeld,NA,Borussia Brand,39:22,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
107,12.02.11,16:15,Weidener TV 2,NA,HSG Niederpleis / St. Augustin 2,30:19,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
109,12.02.11,19:30,TV Euenheim,NA,TuS Dollendorf,30:26,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
108,12.02.11,19:45,HSG Düren 99/Gürzenich,NA,TV Birkesdorf,24:30,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
110,12.02.11,19:45,TV Roetgen,NA,TSV Bonn rrh. 2,35:36,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
111,12.02.11,19:45,Borussia Brand,NA,Siegburger TV,37:31,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
106,12.02.11,20:00,HSG Merkstein,NA,HSV Frechen,32:27,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
112,13.02.11,18:00,VfL Bardenberg,NA,SG Ollheim-Strassfeld,25:32,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
114,19.02.11,17:30,HSG Niederpleis / St. Augustin 2,NA,HSG Merkstein,25:30,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
113,19.02.11,18:00,HSV Frechen,NA,TV Euenheim,35:35,1:1,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
115,19.02.11,19:45,TV Birkesdorf,NA,Weidener TV 2,39:28,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
116,20.02.11,11:00,TuS Dollendorf,NA,TV Roetgen,27:33,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
117,20.02.11,17:15,TSV Bonn rrh. 2,NA,Borussia Brand,37:27,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
119,20.02.11,18:00,SG Ollheim-Strassfeld,NA,HSG Düren 99/Gürzenich,39:23,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
121,26.02.11,19:30,TV Euenheim,NA,HSG Niederpleis / St. Augustin 2,28:23,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
120,26.02.11,19:45,TV Roetgen,NA,HSV Frechen,30:34,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
126,26.02.11,19:45,HSG Düren 99/Gürzenich,NA,Siegburger TV,32:32,1:1,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
122,26.02.11,20:00,HSG Merkstein,NA,Weidener TV 2,34:24,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
124,27.02.11,15:30,Borussia Brand,NA,TuS Dollendorf,33:28,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
123,27.02.11,18:00,SG Ollheim-Strassfeld,NA,TV Birkesdorf,28:28,1:1,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
125,27.02.11,18:00,VfL Bardenberg,NA,TSV Bonn rrh. 2,34:33,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
128,12.03.11,17:30,HSG Niederpleis / St. Augustin 2,NA,TV Roetgen,25:21,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
132,12.03.11,17:30,TSV Bonn rrh. 2,NA,HSG Düren 99/Gürzenich,43:37,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
127,12.03.11,18:00,HSV Frechen,NA,Borussia Brand,29:32,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
129,12.03.11,19:30,TV Euenheim,NA,Weidener TV 2,37:27,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
130,12.03.11,19:45,TV Birkesdorf,NA,HSG Merkstein,23:22,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
131,13.03.11,11:00,TuS Dollendorf,NA,VfL Bardenberg,17:28,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
133,13.03.11,16:00,Siegburger TV,NA,SG Ollheim-Strassfeld,25:34,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
137,19.03.11,19:30,TV Euenheim,NA,HSG Merkstein,27:28,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
139,19.03.11,19:45,HSG Düren 99/Gürzenich,NA,TuS Dollendorf,18:22,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
138,20.03.11,16:00,Siegburger TV,NA,TV Birkesdorf,31:32,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
134,20.03.11,18:00,VfL Bardenberg,NA,HSV Frechen,29:33,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
135,20.03.11,18:00,Borussia Brand,NA,HSG Niederpleis / St. Augustin 2,30:23,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
136,20.03.11,18:00,TV Roetgen,NA,Weidener TV 2,36:33,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
140,20.03.11,18:00,SG Ollheim-Strassfeld,NA,TSV Bonn rrh. 2,40:29,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
142,26.03.11,17:30,HSG Niederpleis / St. Augustin 2,NA,VfL Bardenberg,22:24,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
147,26.03.11,17:30,TSV Bonn rrh. 2,NA,Siegburger TV,30:31,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
143,26.03.11,17:45,Weidener TV 2,NA,Borussia Brand,41:35,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
141,26.03.11,18:00,HSV Frechen,NA,HSG Düren 99/Gürzenich,37:33,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
145,26.03.11,19:45,TV Birkesdorf,NA,TV Euenheim,36:33,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
144,26.03.11,20:00,HSG Merkstein,NA,TV Roetgen,30:21,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
146,27.03.11,18:00,TuS Dollendorf,NA,SG Ollheim-Strassfeld,16:29,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
118,29.03.11,20:30,Siegburger TV,NA,VfL Bardenberg,25:28,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
153,02.04.11,17:30,TSV Bonn rrh. 2,NA,TV Birkesdorf,32:43,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
151,02.04.11,19:30,Borussia Brand,NA,HSG Merkstein,22:32,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
149,02.04.11,19:45,HSG Düren 99/Gürzenich,NA,HSG Niederpleis / St. Augustin 2,25:27,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
152,02.04.11,19:45,TV Roetgen,NA,TV Euenheim,45:39,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
148,03.04.11,18:00,SG Ollheim-Strassfeld,NA,HSV Frechen,46:27,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
150,03.04.11,18:00,VfL Bardenberg,NA,Weidener TV 2,21:25,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
154,03.04.11,18:00,Siegburger TV,NA,TuS Dollendorf,35:23,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
156,09.04.11,17:30,HSG Niederpleis / St. Augustin 2,NA,SG Ollheim-Strassfeld,19:27,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
157,09.04.11,17:45,Weidener TV 2,NA,HSG Düren 99/Gürzenich,33:14,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
160,09.04.11,19:45,TV Birkesdorf,NA,TV Roetgen,36:32,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
155,09.04.11,20:00,HSV Frechen,NA,Siegburger TV,44:34,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
158,09.04.11,20:00,HSG Merkstein,NA,VfL Bardenberg,22:24,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
159,10.04.11,14:45,Borussia Brand,NA,TV Euenheim,33:29,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
161,10.04.11,18:00,TuS Dollendorf,NA,TSV Bonn rrh. 2,20:35,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
162,07.05.11,17:30,TSV Bonn rrh. 2,NA,HSV Frechen,39:41,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
163,07.05.11,19:30,Siegburger TV,NA,HSG Niederpleis / St. Augustin 2,34:29,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
167,07.05.11,19:30,Borussia Brand,NA,TV Roetgen,27:29,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
165,07.05.11,19:45,HSG Düren 99/Gürzenich,NA,HSG Merkstein,18:38,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
168,08.05.11,11:00,TuS Dollendorf,NA,TV Birkesdorf,18:40,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
164,08.05.11,18:00,SG Ollheim-Strassfeld,NA,Weidener TV 2,35:30,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
166,08.05.11,18:00,VfL Bardenberg,NA,TV Euenheim,30:22,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
170,14.05.11,17:30,HSG Niederpleis / St. Augustin 2,NA,TSV Bonn rrh. 2,29:30,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
169,14.05.11,18:00,HSV Frechen,NA,TuS Dollendorf,0:0,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
171,14.05.11,18:00,Weidener TV 2,NA,Siegburger TV,49:37,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
173,14.05.11,19:30,TV Euenheim,NA,HSG Düren 99/Gürzenich,0:0,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
174,14.05.11,19:45,TV Roetgen,NA,VfL Bardenberg,26:35,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
175,14.05.11,19:45,TV Birkesdorf,NA,Borussia Brand,37:23,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
172,14.05.11,20:00,HSG Merkstein,NA,SG Ollheim-Strassfeld,34:29,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
176,22.05.11,11:00,TV Birkesdorf,NA,HSV Frechen,48:39,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
177,22.05.11,11:00,TuS Dollendorf,NA,HSG Niederpleis / St. Augustin 2,21:27,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
178,22.05.11,11:00,TSV Bonn rrh. 2,NA,Weidener TV 2,30:28,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
179,22.05.11,11:00,Siegburger TV,NA,HSG Merkstein,28:29,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
180,22.05.11,11:00,SG Ollheim-Strassfeld,NA,TV Euenheim,35:27,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
181,22.05.11,11:00,HSG Düren 99/Gürzenich,NA,TV Roetgen,28:30,0:2,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
182,22.05.11,11:00,VfL Bardenberg,NA,Borussia Brand,30:23,2:0,NA,NA,2010/2011,2. Herren,Landesliga,6,31,21
51,09.09.17,17:15,HSG Euskirchen 2,NA,TV Bad Honnef 1,33:27,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
54,09.09.17,19:00,TuS Kreuzweingarten,NA,HSV Troisdorf 1,25:21,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
50,10.09.17,13:45,TSV Bonn rrh. 2,NA,HV Erftstadt 1,33:17,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
49,10.09.17,15:30,TSV Bonn rrh. 3,NA,HSG Siebengebirge 3,28:20,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
52,10.09.17,15:30,HSG Sieg 1,NA,TV Palmersheim 1,26:21,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
53,10.09.17,16:15,SV Rot-Weiss Merl 1,NA,TVE Bad M'eifel 1,20:33,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
4,16.09.17,15:00,HSG Siebengebirge 3,NA,HSG Sieg 1,30:33,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
6,16.09.17,18:15,TV Bad Honnef 1,NA,TVE Bad M'eifel 1,25:30,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
2,16.09.17,19:00,TuS Kreuzweingarten,NA,TV Palmersheim 1,23:23,1:1,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
5,16.09.17,19:30,HV Erftstadt 1,NA,SV Rot-Weiss Merl 1,28:34,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
1,17.09.17,17:00,TSV Bonn rrh. 3,NA,TSV Bonn rrh. 2,20:35,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
3,17.09.17,18:15,HSV Troisdorf 1,NA,HSG Euskirchen 2,38:26,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
12,23.09.17,17:45,TV Palmersheim 1,NA,TV Bad Honnef 1,25:29,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
9,23.09.17,18:15,HSG Sieg 1,NA,HSV Troisdorf 1,32:30,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
8,24.09.17,15:30,TSV Bonn rrh. 2,NA,TuS Kreuzweingarten,26:20,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
11,24.09.17,17:00,TVE Bad M'eifel 1,NA,HV Erftstadt 1,35:28,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
10,24.09.17,17:30,SV Rot-Weiss Merl 1,NA,HSG Siebengebirge 3,30:31,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
7,24.09.17,18:15,HSG Euskirchen 2,NA,TSV Bonn rrh. 3,32:23,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
17,30.09.17,15:00,HSG Siebengebirge 3,NA,TVE Bad M'eifel 1,20:30,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
15,30.09.17,19:00,TuS Kreuzweingarten,NA,TV Bad Honnef 1,35:30,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
18,30.09.17,20:00,HV Erftstadt 1,NA,TV Palmersheim 1,30:35,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
13,01.10.17,15:15,TSV Bonn rrh. 3,NA,HSG Sieg 1,20:21,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
16,01.10.17,16:00,HSV Troisdorf 1,NA,SV Rot-Weiss Merl 1,40:27,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
14,01.10.17,17:00,TSV Bonn rrh. 2,NA,HSG Euskirchen 2,32:30,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
23,07.10.17,19:30,TV Palmersheim 1,NA,HSG Siebengebirge 3,28:18,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
20,08.10.17,17:00,HSG Sieg 1,NA,TSV Bonn rrh. 2,25:28,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
22,08.10.17,17:00,TVE Bad M'eifel 1,NA,HSV Troisdorf 1,30:19,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
19,08.10.17,18:15,SV Rot-Weiss Merl 1,NA,TSV Bonn rrh. 3,35:24,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
24,09.10.17,20:15,TV Bad Honnef 1,NA,HV Erftstadt 1,31:23,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
30,14.10.17,15:00,HSG Siebengebirge 3,NA,TV Bad Honnef 1,21:27,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
27,14.10.17,17:15,HSG Euskirchen 2,NA,HSG Sieg 1,24:23,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
28,14.10.17,19:00,TuS Kreuzweingarten,NA,HV Erftstadt 1,37:25,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
26,15.10.17,15:45,TSV Bonn rrh. 2,NA,SV Rot-Weiss Merl 1,31:14,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
25,15.10.17,17:30,TSV Bonn rrh. 3,NA,TVE Bad M'eifel 1,23:27,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
29,15.10.17,19:00,HSV Troisdorf 1,NA,TV Palmersheim 1,33:33,1:1,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
21,04.11.17,17:15,HSG Euskirchen 2,NA,TuS Kreuzweingarten,28:26,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
34,11.11.17,17:30,HSG Sieg 1,NA,TuS Kreuzweingarten,25:25,1:1,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
35,11.11.17,18:15,TV Bad Honnef 1,NA,HSV Troisdorf 1,30:31,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
31,11.11.17,19:30,TV Palmersheim 1,NA,TSV Bonn rrh. 3,37:23,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
36,12.11.17,15:30,HV Erftstadt 1,NA,HSG Siebengebirge 3,31:27,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
32,12.11.17,17:00,TVE Bad M'eifel 1,NA,TSV Bonn rrh. 2,21:31,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
33,12.11.17,17:30,SV Rot-Weiss Merl 1,NA,HSG Euskirchen 2,24:22,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
39,18.11.17,17:15,HSG Euskirchen 2,NA,TVE Bad M'eifel 1,28:21,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
40,18.11.17,17:45,HSG Sieg 1,NA,SV Rot-Weiss Merl 1,24:16,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
41,18.11.17,19:00,TuS Kreuzweingarten,NA,HSG Siebengebirge 3,37:21,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
37,19.11.17,17:15,TSV Bonn rrh. 3,NA,TV Bad Honnef 1,35:23,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
42,19.11.17,17:45,HSV Troisdorf 1,NA,HV Erftstadt 1,30:20,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
38,19.11.17,19:00,TSV Bonn rrh. 2,NA,TV Palmersheim 1,30:26,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
48,25.11.17,15:00,HSG Siebengebirge 3,NA,HSV Troisdorf 1,25:37,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
47,25.11.17,16:15,SV Rot-Weiss Merl 1,NA,TuS Kreuzweingarten,31:28,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
43,25.11.17,18:30,HV Erftstadt 1,NA,TSV Bonn rrh. 3,33:26,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
45,25.11.17,19:30,TV Palmersheim 1,NA,HSG Euskirchen 2,15:28,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
46,26.11.17,17:00,TVE Bad M'eifel 1,NA,HSG Sieg 1,28:18,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
56,09.12.17,15:00,HSG Siebengebirge 3,NA,TSV Bonn rrh. 2,18:24,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
58,09.12.17,18:15,TV Bad Honnef 1,NA,HSG Sieg 1,25:25,1:1,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
59,09.12.17,19:30,TV Palmersheim 1,NA,SV Rot-Weiss Merl 1,24:24,1:1,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
60,10.12.17,17:00,TVE Bad M'eifel 1,NA,TuS Kreuzweingarten,35:25,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
57,10.12.17,18:00,HV Erftstadt 1,NA,HSG Euskirchen 2,20:25,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
55,10.12.17,19:00,HSV Troisdorf 1,NA,TSV Bonn rrh. 3,32:27,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
63,16.12.17,17:15,HSG Euskirchen 2,NA,HSG Siebengebirge 3,22:22,1:1,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
61,16.12.17,17:30,TSV Bonn rrh. 3,NA,TuS Kreuzweingarten,38:24,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
44,14.01.18,16:45,TV Bad Honnef 1,NA,TSV Bonn rrh. 2,37:32,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
62,17.01.18,19:45,TSV Bonn rrh. 2,NA,HSV Troisdorf 1,37:24,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
66,18.01.18,19:30,TVE Bad M'eifel 1,NA,TV Palmersheim 1,26:22,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
69,20.01.18,17:15,HSG Euskirchen 2,NA,HSV Troisdorf 1,30:31,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
71,20.01.18,17:30,SV Rot-Weiss Merl 1,NA,HV Erftstadt 1,35:28,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
72,21.01.18,17:00,TVE Bad M'eifel 1,NA,TV Bad Honnef 1,34:24,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
70,21.01.18,17:30,HSG Sieg 1,NA,HSG Siebengebirge 3,27:25,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
68,21.01.18,18:45,TV Palmersheim 1,NA,TuS Kreuzweingarten,28:27,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
74,27.01.18,00:00,TuS Kreuzweingarten,NA,TSV Bonn rrh. 2,0:0,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
78,27.01.18,18:15,TV Bad Honnef 1,NA,TV Palmersheim 1,21:35,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
73,27.01.18,19:30,TSV Bonn rrh. 3,NA,HSG Euskirchen 2,36:30,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
77,28.01.18,15:45,HV Erftstadt 1,NA,TVE Bad M'eifel 1,29:35,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
76,28.01.18,17:00,HSG Siebengebirge 3,NA,SV Rot-Weiss Merl 1,26:23,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
75,28.01.18,18:30,HSV Troisdorf 1,NA,HSG Sieg 1,23:29,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
64,30.01.18,20:00,HSG Sieg 1,NA,HV Erftstadt 1,33:27,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
65,30.01.18,20:15,SV Rot-Weiss Merl 1,NA,TV Bad Honnef 1,25:31,0:2,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
83,04.02.18,17:00,TVE Bad M'eifel 1,NA,HSG Siebengebirge 3,34:23,2:0,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
79,04.02.18,17:30,HSG Sieg 1,NA,TSV Bonn rrh. 3,29:29,1:1,NA,NA,2017/2018,3. Herren,Kreisliga,9,13,23
